CODE,NAME,COMMON NAME,OWNERSHIP,TYPE,STATUS,ZONE,DISTRICT,DATE OPENED,Year_Opened,LATITUDE,LONGITUDE
MH200824,Mama Khadija Private Clinic Na,Mama khadija,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.3708,35.49405
MHG190827,Mangamba Health Centre,Mangamba,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.79145,35.43652
MH200828,Mangochi BLM,Mangochi Banja la mtsogolo,Non-Government,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.48185,35.26157
MH200829,Mangochi District Hospital,Mangochi district hospital,Government,District Hospital,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.48191,35.26527
CK270830,Mangulenje Health Centre,Mangulenje Health Centre,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.10534,34.9157
MH200837,Maoni Health Post,Maoni,Christian Health Association of Malawi (CHAM),Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.51126,34.997467
TO310839,Mapanga Clinic,Mapanga Maternity,Government,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.03764,35.01675
CK270840,Maperera Health Centre,Maperera,Government,Health Centre,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.10534,34.9157
BT240841,Mapeto David White head,Mapeto,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.79,35.03
CK270843,Masache Private Clinic,Masache,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.27028,34.87344
MH200845,Mase Health Centre,Mase,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.58096,35.36386
NE300846,Masenjere Health Centre,Masenjere,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.33721,35.09671
BT240848,Masm Medi - Limbe,Masm Medi - Limbe,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.812582,35.055045
NN290854,Matandani Health Centre,Matandani Health Centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.33071,34.65321
ZA230856,Matawale Health Centre,Matawale,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.39029,35.35958
ZA230861,Matiya Rural Hospital,Matiya,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.53371,35.5478
NN290862,Matope Health Centre,Matope Health Centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.3537,34.94732
CZ260867,Mauwa Health Centre,Mauwa,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.65283,35.2498
MH200874,Mbalama Dispensary,Mbalama,Government,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.71435,35.49846
TO310875,Mbalanguzi,Mbalanguzi Heallth Post,Christian Health Association of Malawi (CHAM),Health Post,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.250872,35.166657
MHG190879,Mbanira,Mbanira,Government,Health Post,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.975262,35.598659
BT240881,Mbayani ,Mbayani health Centre,Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.775577,35.000875
BT240882,Mbayani Health Care Clinic ,Mbayani Health Care Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.765541,35.004675
NE300883,Mbenje Health Centre,Mbenje,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.99464,35.22079
MJ210886,Mbiza Health Centre,kwaMbiza,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.0929,35.34602
TO310887,Mboma Estate Clinic (Conforzi),Mboma,Private,Dispensary,Functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,,
MHG190888,Mbonechela Dispensary,Mbonechera,Government,Dispensary,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.88932,35.47818
CZ260889,Mbulumbuzi Health Centre,Mbulumbuzi,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.63834,35.15687
TO310890,"Mbvundula, Presley G. Germa Pr",Germa Private clinic,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-15.88722,35.06443
ZA230891,Mbwana Private Clinic,Mbwana Private Clinic,Private,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-1,1
NE300893,Mchacha Health Post,Mchacha James,Government,Health Post,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.76255,35.04739
TO310896,Mchima Clinic,mchima,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.11388,35.14018
BT240900,Mdeka Health Centre,Mdeka,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.46769,34.94236
BT240904,Medicare City Centre / Makadam,City Health Clinic,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.79648,35.00797
MH200905,Mehboob Memorial Centre,Mehboob Memorial Centre,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,,
MH200906,Melboob clinic,Melbooh,Non-Government,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.36,35.17
BT240907,Merit,Merit Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.77927,35.04387
CK270909,Mfera Health Centre,Mfera,Government,Health Centre,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.06818,34.86724
TO310916,Mianga Health Centre,Mianga Health Centre,Other,Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.09883,35.07553
BT240918,MEDI TECH PRIVATE HOSPITAL,Medi Tech Private ,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-13.2512161,34.3015278
NN290919,Midzemba,Midzemba,Government,Dispensary,Functional,South East Zone,Neno,Jan 1st 75,Before Flood,-1,1
TO310922,Mikolongwe Health Centre,Mikolongwe,Government,Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-15.90149,35.18367
TO310924,Mikundi,Mikundi,Private,Dispensary,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.018751,35.125457
ZA230926,Mikuyu,Mikuyu,Government,Clinic,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.41764,35.41968
ZA230927,Mikuyu Adult Clinic,Mikuyu Adult Clinic,Government,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-1,1
ZA230928,Mikuyu Young Clinic,Mikuyu Young Clinic,Government,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,,
MJ210930,Milonde Health Centre,Milonde,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.10264,35.47826
MJ210931,Mimosa Dispensary,Mimosa,Government,Dispensary,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.08574,35.61263
MJ210933,Minimini Estate Clinic,Minimini,Private,Clinic,Non-functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.05676,35.58444
NE300936,Misamvu Health Post,Bwangu,Government,Health Post,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.76255,35.04739
MJ210937,Misanjo,Misanjo,Christian Health Association of Malawi (CHAM),Health Post,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.088341,35.476169
MH200938,Misolo,Misolo,Private,Dispensary,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,,
CK270939,Misomali Health Centre,Misomali Health Centre,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.03775,34.5372
TO310942,Mitengo Health Centre,Mitengo Health Center,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.11123,35.24591
CK270943,Mitondo Health Post,Mitondo,Government,Health Post,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.26884,35.05789
ZA230944,"Mitondo, Peter R. P. Prime Pri",Mitondo,Private,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.5261,35.48619
NE300948,Mkango Health Post,Mkango,Government,Clinic,Non-functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.82472,35.30408
MH200955,mkoma kamanga private clinic,Mkoma Kamanga Private Clinic,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.08,34.92
MJ210956,Mkomaula Health Centre,Mkomaula health centre,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-15.7211,35.36672
MH200957,Mkumba Health Centre,Mkumba,Government,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.5946,35.52517
BT240958,Mkwaira Ladison E. L.&A,L and A,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.77528,35.04706
MHG190959,Mkwepere Health Centre,Mkwepere,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.60286,35.63635
NE300970,Mlolo Health Post,Mlolo,Government,Health Post,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.41959,35.1525
MHG190971,Mlomba Dispensary,Mlomba,Government,Dispensary,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-15.01903,35.47708
TO310978,Molere Health Centre,Molere,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.21758,35.13552
MHG190979,Molipa,Molipa,Government,Health Post,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-15.051421,35.390936
BT240981,Monekera,Monekera,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.835334,35.008318
MH200982,Monkeybay Community Hospital,Monkey bay Community Hospital,Government,Hospital,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.08468,34.91104
NN290984,Mota-Engil Clinic - Mkwinda Ca,Mota - Engil Zalewa Clinic,Other,Clinic,Non-functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.41426,34.82429
MHG190985,Mota-Engil Liwonde Clinic,Mota-Engil Liwonde Clinic,Private,Dispensary,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-4,1500
BT240987,Moyo PVT Clinic,Moyo,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.65374,35.02013
BT240998,Mpemba Health Centre,Mpemba,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.87385,34.9523
CK271000,Mphate,Mphate,Private,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.041553,34.793661
BT241002,Madwah clinic,Mdwah ccclinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.851918836052125,35.125077523757
BT241009,Mpingo Maternity,Mpingo Maternity,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-11.915553737897472,40.22176260662991
MHG191010,Mpiri Health Centre,Mpiri,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.77192,35.60801
MH201012,Mpondasi Health Centre,Mpondasi,Christian Health Association of Malawi (CHAM),Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.45347,35.24387
MHG191014,Mposa Health Centre,Mposa,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-15.158736630489015,35.515240860866015
MHG191017,Nselema private clinic,Nselema,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.72,35.55
MJ211020,Msithe,msithe,Christian Health Association of Malawi (CHAM),Health Post,Non-functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.003061,35.412828
BT241022,Mt Soche - c/o Nyirenda,Mt Soche,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,,
MHG191025,Mtambo Private Clinic,Mtambo,Private,Dispensary,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-2,1424
BT241032,Mtengoumodzi Private Hospital,Mtengoumodzi,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.7245,35.01637
MH201036,Mtimabi Health Centre,Mtimabi,Government,Health Centre,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.61111,35.08273
NN291043,Muferanji Clinic,Mufelanji Clinic,Private,Dispensary,Non-functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.36514,34.65447
MJ211044,Mulanje Blm Clinic,Banja la mtsogolo,Non-Government,Clinic,Non-functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.01418,35.49317
MJ211045,Mulanje District Hospital,Mulanje Hospital,Government,Hospital,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.02549,35.50785
MJ211046,Mulanje Mission Hospital,ku Ulongwe,Christian Health Association of Malawi (CHAM),Hospital,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.02103,35.46436
MH201047,Mulibwanji Hospital,Mulibwanji Community Hospital,Christian Health Association of Malawi (CHAM),Hospital,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.51145,35.58797
MJ211048,Mulomba Health Centre,Mulomba,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-15.76535,35.51182
MJ211049,Muloza Heath Centre,Muloza,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.08016,35.71573
MHG191054,Mungomo private clinic,Mungomo,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.72,35.55
BT241055,"Munthali Ndalakwanji, N, Pra","Munthali Ndalakwanji, N, Pra",Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.72915,35.05581
BT241056,"Munthali, Joyce W Naperi medi",Joyce Munthali Private Hospital,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.8044,35.0082
BT241057,Muopo,Muopo Private Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.83,35.09
MN281059,Muyendebwino Wellness Centre,Muyendebwino,Non-Government,Clinic,Non-functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-15.57835,34.47736
BT241062,Mwachira Private Clinic,Mwachila private clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.65548,35.02158
BT241063,Mwai Hale Medical Skin,Mwai Medical Pvt Clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.82,35.01
BT241064,Mwai medical clinic,Mwai medical clinic,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.817263,35.013087
BT241065,Mwaiwathu - Mbvunbula,Proff Mbvundula,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.81191,35.04788
BT241066,Mwaiwathu Clinic,Mwaiwathu Clinic,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,,
BT241067,Mwaiwathu Private Hospital,Mwaiwathu,Private,Hospital,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.78547,35.01691
TO311068,Mwalanthuzi,Mwalanthunzi,Other,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.06408,35.106607
BT241070,Mwanamanga Happiness,Banja Clinic,Other,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.762,34.9797
CK271071,Mwanawanjobvu,Mwanawanjovu,Government,Clinic,Functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.515473,35.029718
CK271072,Mwanayaya,Mwanayaya,Government,Health Post,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.164028,34.940736
ZA231073,Mwandama Health Centre,Mwandama,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.49803,35.18803
CZ261076,MWANJE,DAPP,Government,Health Post,Non-functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.657096,35.200483
MN281079,Mwanza BLM Clinic,Banja la mtsogolo,Non-Government,Clinic,Functional,South East Zone,Mwanza,Jan 1st 75,Before Flood,-15.59747,34.51505
CK271080,Mwanza Clinic Area 3,Mwanza,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,,
MH201083,Mwatakata Health Post,Chiunda Clinic,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.755091,35.112111
ZA231106,Naisi Health Centre,Chopi,Government,Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.35785,35.3849
CZ261110,Namadzi Health Centre,Namadzi,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.54663,35.18761
CZ261111,Namadzi Private Clinic,Njoka,Private,Hospital,Non-functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.5494,35.18197
CZ261112,"Namakhwa, Jomo. Malavi Private",Namakhwa,Private,Clinic,Non-functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.83562,35.11578
MH201113,Namalaka Health Centre,Namalaka,Christian Health Association of Malawi (CHAM),Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.12384,35.19301
ZA231114,Namalitha,Namalitha,Aquaid Lifeline,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.430886,35.490891
MHG191115,Namandanje Health Centre,Mission,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.88211,35.48324
MHG191116,Namanja Health Centre,Namanja,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.96543,35.67994
MJ211118,Namasalima Health Centre,Namasalima,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-15.80407,35.3491
BLK171121,Nambira Health Post,Nambira health post,Government,Health Post,Functional,South West Zone,Balaka,Jan 1st 75,Before Flood,-14.80259,35.06411
BT241123,Namboya Felix,Namboya Felix,Private,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.81381,35.0612
BT241127,Namikoko Health Centre,Namikoko,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.48651,35.07379
TO311128,Naming'omba Health Centre,Namingomba,Private,Health Centre,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.04009,35.08996
CZ261130,Namitambo Health Centre,Namitambo,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.84113,35.27019
MJ211132,Namphungo Health Centre,Namphungo,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-15.80407,35.3491
MJ211133,Namulenga Health centre,namulenga health centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-15.86563,35.32718
MH201134,Namwera Health Centre,Namwera,Government,Hospital,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.3637,35.50221
MH201135,namwera private clinic,Namwera Private Clinic,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.36,35.48
MH201136,Nancholi Dispensary,Namcholi,Government,Dispensary,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.47803,35.58667
MH201137,Nangalamu Health Centre,Nangalamu,Government,Health Centre,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.48148,35.67288
MH201138,Nankhwali Health Centre,Nankhwali,Christian Health Association of Malawi (CHAM),Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.1351,34.84488
MH201139,Nankumba Health Centre,Nankumba,Government,Health Centre,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.36521,34.82361
MH201141,Nansenga,Nansenga,Mission/Faith-based (other than CHAM),Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,,
BT241142,Naperi,Naperi,Private,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,,
MJ211143,Naphimba Health Centre,Naphimba Health Centre,Government,Health Centre,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.045639,35.445462
TO311145,Nasonia,Nasonia Dispensary,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.02475,35.1565
MHG191148,Nayinunje Health Centre,Nayinunje,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.7406,35.56503
MHG191149,Nayuchi Health Centre,Nayuchi,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.97585,35.86726
MH201151,ndagha private clinic,Ndagha Private Clinic,Private,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.48,35.25
CK271152,Ndakwera Health Centre,ndakwera health centre,Government,Health Centre,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.22357,34.68896
NE301153,Ndamera Health Centre,Ndamera,Government,Health Centre,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-17.09569,35.21902
ZA231154,Ndau Clinic,Ndau Clinic,Private,Dispensary,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,,
BT241157,Ndirande BLM,BLM Ndirande clinic,Non-Government,Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.77364,35.03081
BT241158,Ndirande Health Centre,Ndirande,Government,Health Centre,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,-15.7781,35.03946
CZ261159,Ndunde Health Centre,Ndunde,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.69615,35.23355
NN291161,Neno Parish Health Centre,Neno Parish Health Center,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.43701,34.60843
NE301164,Newts Medicare Private clinic,Newts Medicare Private clinic,Private,Clinic,Non-functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.929706,35.257962
CK271166,Ngabu Blm Clinic,Ngabu BLM,Non-Government,Clinic,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.46679,34.87297
CK271167,Ngabu Rural Hospital,Ngabu,Government,Hospital,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.45928,34.89253
CK271168,Ngabu Sda Health Centre,Ngabu Sda Health Centre,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.46516,34.87901
MH201170,Ngatala Health Post,Ngatala,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.65773,35.07712
MH201172,Ngapani Sable Health Centre,Ngapani,Other,Clinic,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.0296,35.33773
MH201174,Ngatala Health Post,Ngatala,Government,Health Post,Functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.657656,35.077156
MHG191177,Ngokwe Health Centre,Ngokwe,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.70706,35.80177
MJ211178,Ngolowera,Ngolowera,Christian Health Association of Malawi (CHAM),Health Post,Functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.045639,35.445462
BT241183,Ngwira W. - Limbe,Ngwira W. - Limbe,Mission/Faith-based (other than CHAM),Clinic,Functional,South East Zone,Blantyre,Jan 1st 75,Before Flood,,
MHG191184,Nice Private,Nice Private,Private,Clinic,Non-functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-15.06796,35.2282
CZ261186,NJULI,Njuli Quary,Government,Clinic,Non-functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.706365,35.116452
CZ261188,Nkalo Health Centre,Nkalo,Government,Health Centre,Functional,South East Zone,Chiradzulu,Jan 1st 75,Before Flood,-15.97065,35.30997
ZA231189,Nkasala Health Centre,Nkasala,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.32778,35.21661
NE301192,Nkhande Dispensary,Nkhande,Government,Dispensary,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-17.11489,35.15688
TO311195,Nkhataombere,Nkhataombere,Government,Health Post,Functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.323986,35.264013
CK271196,Nkhate Health Post,Mkhate,Government,Health Post,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.1467,34.95886
TO311198,Nkhoma Private Clinic,Nkhoma Private Clinic,Private,Clinic,Non-functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.07,35.14
CK271207,Nkombedzi Health Centre,Nkombedzi Health Centre,Government,Health Centre,Functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.47944,34.72431
MH201208,Nkope Health Centre,Nkope,Christian Health Association of Malawi (CHAM),Health Centre,Non-functional,South West Zone,Mangochi,Jan 1st 75,Before Flood,-14.19733,35.03944
NN291209,Nkula Health Centre,Nkula,Private,Clinic,Functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.52193,34.82512
CK271210,Nkumaniza Health Centre,Nkumaniza,Government,Health Centre,Non-functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.47944,34.72431
TO311212,Nsabwe Health Centre,Nsabwe Health Centre,Government,Health Post,Functional,South East Zone,Thyolo,Jan 1st 75,Before Flood,-16.043512,34.952745
NN291214,Nsambe Health Centre,Nsambe health centre,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South East Zone,Neno,Jan 1st 75,Before Flood,-15.26135,34.6135
MHG191215,Nsanama Health Centre,Mission,Christian Health Association of Malawi (CHAM),Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.99491,35.49477
NE301216,Nsanje District Hospital,Nsanje,Government,District Hospital,Functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.91794,35.26001
NE301217,Nsanje Private Clinic,Nsanje Private Clinic,Private,Clinic,Non-functional,South East Zone,Nsanje,Jan 1st 75,Before Flood,-16.93,35.26
CK271220,Nsomo,Nsomo,Government,Health Post,Functional,South East Zone,Chikwawa,Jan 1st 75,Before Flood,-16.036946,34.72376
MJ211221,Nsuwadzi,Nsuwadzi,Private,Dispensary,Non-functional,South West Zone,Mulanje,Jan 1st 75,Before Flood,-16.084325,35.677584
MHG191222,Ntaja Health Centre,Ntaja,Government,Health Centre,Functional,South West Zone,Machinga,Jan 1st 75,Before Flood,-14.86828,35.52911
ZA231224,"Ntata, Anthony C.",Ntata Anthony Clinic,Private,Clinic,Functional,South West Zone,Zomba,Jan 1st 75,Before Flood,-15.38929,35.32056
